# TargetP-2.0	Organism: Plant	Timestamp: 20231212165150
# ID	Prediction	OTHER	SP	mTP	cTP	lTP	CS Position
KAI7844199.1	SP	0.087695	0.478719	0.028175	0.298981	0.106430	CS pos: 47-48. AQA-AE. Pr: 0.6785
KAI7844200.1	OTHER	0.997623	0.002160	0.000123	0.000093	0.000001	
KAI7844205.1	OTHER	0.903251	0.000136	0.029804	0.066421	0.000389	
KAI7844207.1	OTHER	0.999304	0.000467	0.000145	0.000016	0.000068	
KAI7844213.1	OTHER	0.950225	0.017685	0.031384	0.000628	0.000078	
KAI7844221.1	SP	0.002080	0.997907	0.000013	0.000000	0.000000	CS pos: 21-22. AQA-ID. Pr: 0.7748
KAI7844225.1	OTHER	0.999788	0.000165	0.000047	0.000000	0.000000	
KAI7844226.1	OTHER	0.999723	0.000211	0.000066	0.000000	0.000000	
KAI7844238.1	OTHER	0.998612	0.000481	0.000001	0.000906	0.000000	
KAI7844252.1	OTHER	0.999913	0.000081	0.000002	0.000004	0.000000	
KAI7844254.1	mTP	0.096720	0.000107	0.777953	0.125135	0.000086	CS pos: 52-53. RRR-AS. Pr: 0.2333
KAI7844259.1	SP	0.172646	0.593830	0.014084	0.213497	0.005943	CS pos: 24-25. AAA-AA. Pr: 0.3853
KAI7844268.1	OTHER	0.915233	0.032703	0.000689	0.051048	0.000328	
KAI7844286.1	cTP	0.059714	0.000496	0.144462	0.795261	0.000068	CS pos: 51-52. VSQ-AR. Pr: 0.4450
KAI7844294.1	OTHER	0.739193	0.002055	0.001362	0.197935	0.059456	
KAI7844301.1	mTP	0.342211	0.004926	0.593162	0.055516	0.004186	CS pos: 25-26. VRI-SG. Pr: 0.3282
KAI7844306.1	OTHER	0.918220	0.001168	0.080244	0.000336	0.000032	
KAI7844309.1	cTP	0.368985	0.004582	0.027348	0.597150	0.001935	CS pos: 68-69. SEA-AA. Pr: 0.1089
KAI7844314.1	SP	0.001347	0.998527	0.000123	0.000002	0.000001	CS pos: 26-27. GDA-AR. Pr: 0.7096
KAI7844324.1	OTHER	0.994329	0.000185	0.000218	0.005245	0.000023	
KAI7844329.1	OTHER	0.999588	0.000393	0.000002	0.000017	0.000001	
KAI7844330.1	OTHER	0.996153	0.001634	0.001543	0.000599	0.000071	
KAI7844333.1	OTHER	0.997956	0.000007	0.000424	0.001608	0.000005	
KAI7844338.1	OTHER	0.999783	0.000193	0.000015	0.000010	0.000000	
KAI7844344.1	OTHER	0.925666	0.000643	0.010635	0.004443	0.058614	
KAI7844346.1	OTHER	0.886780	0.000735	0.103353	0.009091	0.000041	
KAI7844351.1	OTHER	0.995398	0.000159	0.004388	0.000042	0.000013	
KAI7844352.1	OTHER	0.998743	0.000610	0.000440	0.000202	0.000005	
KAI7844356.1	cTP	0.053273	0.000029	0.000323	0.946229	0.000146	CS pos: 49-50. VRA-VA. Pr: 0.6781
KAI7844367.1	OTHER	0.966138	0.009444	0.012362	0.008729	0.003327	
KAI7844369.1	OTHER	0.998300	0.000794	0.000879	0.000016	0.000011	
KAI7844373.1	OTHER	0.998711	0.000588	0.000675	0.000006	0.000019	
KAI7844381.1	mTP	0.068099	0.000579	0.749914	0.168751	0.012657	CS pos: 24-25. RSA-VV. Pr: 0.1447
KAI7844383.1	OTHER	0.999478	0.000521	0.000000	0.000000	0.000000	
KAI7844384.1	cTP	0.000000	0.000000	0.000009	0.999843	0.000148	CS pos: 43-44. CKA-AA. Pr: 0.3790
KAI7844404.1	SP	0.236342	0.746207	0.015337	0.002050	0.000065	CS pos: 33-34. SAP-YP. Pr: 0.5055
KAI7844416.1	OTHER	0.998047	0.001798	0.000068	0.000079	0.000007	
KAI7844420.1	OTHER	0.986560	0.013034	0.000008	0.000395	0.000002	
KAI7844426.1	mTP	0.034956	0.000196	0.960351	0.004489	0.000008	CS pos: 25-26. ARG-VA. Pr: 0.2841
KAI7844434.1	OTHER	0.693865	0.000317	0.296562	0.008983	0.000272	
KAI7844436.1	mTP	0.079517	0.000299	0.772152	0.147995	0.000037	CS pos: 26-27. RTV-AS. Pr: 0.3405
KAI7844450.1	OTHER	0.898946	0.100123	0.000137	0.000776	0.000018	
KAI7844452.1	OTHER	0.957354	0.000819	0.041337	0.000224	0.000266	
KAI7844455.1	OTHER	0.998659	0.001319	0.000021	0.000001	0.000000	
KAI7844456.1	OTHER	0.841854	0.008190	0.109438	0.040101	0.000416	
KAI7844474.1	OTHER	0.999984	0.000013	0.000001	0.000002	0.000001	
KAI7844479.1	mTP	0.016684	0.000648	0.974444	0.008221	0.000004	CS pos: 38-39. RPY-SD. Pr: 0.8322
KAI7844481.1	OTHER	0.990170	0.000817	0.008625	0.000374	0.000014	
KAI7844482.1	OTHER	0.984520	0.000347	0.014977	0.000058	0.000097	
KAI7844483.1	OTHER	0.987288	0.000443	0.012122	0.000047	0.000100	
KAI7844484.1	OTHER	0.989918	0.007109	0.002056	0.000712	0.000205	
KAI7844494.1	mTP	0.001398	0.000090	0.891781	0.106722	0.000008	CS pos: 44-45. RAF-SA. Pr: 0.8379
KAI7844495.1	OTHER	0.999849	0.000082	0.000041	0.000027	0.000000	
KAI7844500.1	mTP	0.464082	0.001734	0.531658	0.002394	0.000132	CS pos: 21-22. RAL-AA. Pr: 0.3700
KAI7844508.1	OTHER	0.945658	0.000923	0.047682	0.005643	0.000094	
KAI7844512.1	OTHER	0.996807	0.000385	0.000845	0.001910	0.000053	
KAI7844522.1	OTHER	0.580155	0.210334	0.194591	0.013238	0.001683	
KAI7844542.1	OTHER	0.920139	0.028192	0.001552	0.049404	0.000712	
KAI7844544.1	OTHER	0.999403	0.000257	0.000177	0.000120	0.000042	
KAI7844549.1	OTHER	0.837027	0.000943	0.007192	0.152556	0.002283	
KAI7844552.1	OTHER	0.996470	0.003414	0.000087	0.000027	0.000002	
KAI7844557.1	cTP	0.023504	0.000000	0.002259	0.974217	0.000019	CS pos: 49-50. PRA-AA. Pr: 0.5965
KAI7844572.1	OTHER	0.988024	0.009766	0.001883	0.000323	0.000004	
KAI7844575.1	OTHER	0.999279	0.000652	0.000069	0.000001	0.000000	
KAI7844576.1	SP	0.001628	0.997193	0.001137	0.000027	0.000015	CS pos: 27-28. CAA-GR. Pr: 0.4618
KAI7844580.1	OTHER	0.999856	0.000134	0.000003	0.000006	0.000001	
KAI7844583.1	mTP	0.006224	0.000378	0.930772	0.062613	0.000013	CS pos: 30-31. RPY-SA. Pr: 0.6146
KAI7844588.1	OTHER	0.998949	0.000996	0.000033	0.000015	0.000007	
KAI7844594.1	OTHER	0.927639	0.010913	0.017232	0.010200	0.034015	
KAI7844604.1	OTHER	0.651384	0.004731	0.215434	0.085666	0.042786	
KAI7844607.1	OTHER	0.770631	0.007831	0.190904	0.004351	0.026284	
KAI7844612.1	OTHER	0.998515	0.001470	0.000002	0.000012	0.000001	
KAI7844617.1	cTP	0.062851	0.000260	0.110759	0.676616	0.149514	CS pos: 30-31. VRA-DY. Pr: 0.6060
KAI7844619.1	OTHER	0.997441	0.000508	0.001118	0.000907	0.000026	
KAI7844624.1	mTP	0.114713	0.008352	0.867610	0.009292	0.000033	CS pos: 26-27. HGL-GD. Pr: 0.1788
KAI7844634.1	OTHER	0.999875	0.000087	0.000033	0.000005	0.000000	
KAI7844645.1	OTHER	0.894446	0.002036	0.103301	0.000211	0.000006	
KAI7844648.1	OTHER	0.880142	0.001747	0.005137	0.109198	0.003776	
KAI7844649.1	OTHER	0.999825	0.000130	0.000044	0.000000	0.000001	
KAI7844650.1	OTHER	0.999770	0.000169	0.000060	0.000000	0.000001	
KAI7844654.1	OTHER	0.589723	0.001857	0.286758	0.120586	0.001077	
KAI7844663.1	OTHER	0.844262	0.028563	0.035306	0.090333	0.001537	
KAI7844672.1	SP	0.144838	0.735207	0.076257	0.042516	0.001181	CS pos: 26-27. GWA-AS. Pr: 0.5391
KAI7844673.1	OTHER	0.968579	0.025727	0.000215	0.005192	0.000288	
KAI7844686.1	OTHER	0.996869	0.001374	0.000262	0.001303	0.000192	
KAI7844688.1	OTHER	0.999918	0.000081	0.000001	0.000000	0.000000	
KAI7844692.1	OTHER	0.825773	0.004605	0.167994	0.001243	0.000385	
KAI7844693.1	SP	0.000073	0.999924	0.000003	0.000000	0.000000	CS pos: 22-23. AIA-AA. Pr: 0.4021
KAI7844701.1	OTHER	0.999448	0.000494	0.000001	0.000057	0.000000	
KAI7844703.1	OTHER	0.558239	0.034458	0.012172	0.393959	0.001172	
KAI7844711.1	OTHER	0.999995	0.000002	0.000002	0.000001	0.000000	
KAI7844716.1	OTHER	0.817467	0.001336	0.001740	0.179351	0.000107	
KAI7844723.1	cTP	0.000748	0.000000	0.000703	0.998443	0.000106	CS pos: 65-66. VRA-SA. Pr: 0.6037
KAI7844724.1	OTHER	0.999545	0.000441	0.000013	0.000000	0.000001	
KAI7844728.1	OTHER	0.935593	0.006815	0.031819	0.025057	0.000716	
KAI7844732.1	OTHER	0.999819	0.000116	0.000031	0.000030	0.000004	
KAI7844737.1	OTHER	0.999951	0.000014	0.000011	0.000015	0.000009	
KAI7844740.1	OTHER	0.999926	0.000064	0.000010	0.000000	0.000000	
KAI7844741.1	OTHER	0.999370	0.000078	0.000550	0.000001	0.000000	
KAI7844766.1	OTHER	0.839767	0.018711	0.044416	0.060597	0.036509	
KAI7844767.1	cTP	0.295916	0.000028	0.018086	0.683951	0.002019	CS pos: 52-53. PAA-AA. Pr: 0.1922
KAI7844774.1	OTHER	0.996872	0.001317	0.001776	0.000026	0.000010	
KAI7844779.1	OTHER	0.998931	0.001042	0.000010	0.000009	0.000008	
KAI7844792.1	OTHER	0.990102	0.006745	0.002071	0.000967	0.000116	
KAI7844798.1	OTHER	0.999579	0.000407	0.000009	0.000001	0.000003	
KAI7844803.1	OTHER	0.597101	0.396222	0.004815	0.001657	0.000204	
KAI7844815.1	mTP	0.038865	0.035858	0.911602	0.013666	0.000008	CS pos: 22-23. GMF-GG. Pr: 0.2590
KAI7844816.1	OTHER	0.999506	0.000471	0.000012	0.000010	0.000001	
KAI7844818.1	OTHER	0.998375	0.000121	0.001502	0.000001	0.000001	
KAI7844827.1	SP	0.004329	0.994204	0.001291	0.000151	0.000025	CS pos: 23-24. AAS-LP. Pr: 0.7503
KAI7844831.1	OTHER	0.998905	0.000501	0.000591	0.000001	0.000002	
KAI7844832.1	OTHER	0.998161	0.000445	0.001386	0.000002	0.000007	
KAI7844846.1	OTHER	0.858445	0.021401	0.041731	0.075216	0.003208	
KAI7844847.1	mTP	0.002529	0.000525	0.529004	0.467849	0.000092	CS pos: 40-41. AMH-VQ. Pr: 0.2843
KAI7844848.1	OTHER	0.997002	0.000383	0.001922	0.000643	0.000050	
KAI7844849.1	OTHER	0.999740	0.000255	0.000003	0.000000	0.000001	
KAI7844850.1	OTHER	0.999740	0.000255	0.000003	0.000000	0.000001	
KAI7844855.1	OTHER	0.920260	0.002834	0.003296	0.072922	0.000688	
KAI7844856.1	mTP	0.391207	0.000302	0.608202	0.000283	0.000005	CS pos: 17-18. RRL-ST. Pr: 0.4521
KAI7844860.1	OTHER	0.999063	0.000933	0.000003	0.000000	0.000000	
KAI7844863.1	OTHER	0.997978	0.001256	0.000751	0.000010	0.000005	
KAI7844885.1	OTHER	0.999653	0.000246	0.000051	0.000046	0.000003	
KAI7844894.1	OTHER	0.799635	0.052925	0.012911	0.133746	0.000783	
KAI7844903.1	mTP	0.263084	0.000025	0.458235	0.276254	0.002402	CS pos: 47-48. RRX-VA. Pr: 0.2114
KAI7844904.1	mTP	0.263084	0.000025	0.458235	0.276254	0.002402	CS pos: 47-48. RRX-VA. Pr: 0.2114
KAI7844906.1	cTP	0.073725	0.000008	0.000046	0.921710	0.004512	CS pos: 59-60. QVC-AV. Pr: 0.4645
KAI7844913.1	SP	0.164077	0.810415	0.014594	0.010882	0.000033	CS pos: 21-22. AGG-AE. Pr: 0.3164
KAI7844922.1	OTHER	0.995344	0.001974	0.001039	0.001480	0.000163	
KAI7844925.1	OTHER	0.982500	0.014983	0.002230	0.000286	0.000001	
KAI7844928.1	OTHER	0.999991	0.000007	0.000002	0.000000	0.000000	
KAI7844941.1	SP	0.000554	0.999440	0.000006	0.000001	0.000000	CS pos: 33-34. ALA-QP. Pr: 0.8878
KAI7844942.1	OTHER	0.988557	0.000091	0.004164	0.007148	0.000039	
KAI7844943.1	OTHER	0.987296	0.010863	0.000050	0.001748	0.000042	
KAI7844946.1	OTHER	0.996029	0.001078	0.002760	0.000131	0.000002	
KAI7844965.1	cTP	0.039962	0.000009	0.437594	0.521347	0.001088	CS pos: 33-34. VAA-AQ. Pr: 0.3601
KAI7844967.1	cTP	0.207055	0.000007	0.003280	0.789410	0.000249	CS pos: 38-39. RCQ-AA. Pr: 0.3634
KAI7844968.1	cTP	0.207055	0.000007	0.003280	0.789410	0.000249	CS pos: 38-39. RCQ-AA. Pr: 0.3634
KAI7844975.1	OTHER	0.973519	0.007674	0.011256	0.007492	0.000059	
KAI7844982.1	OTHER	0.875015	0.001857	0.007108	0.026540	0.089479	
KAI7844987.1	mTP	0.278201	0.000950	0.569422	0.142505	0.008922	CS pos: 33-34. QAL-SI. Pr: 0.1321
KAI7844993.1	OTHER	0.999826	0.000167	0.000006	0.000000	0.000000	
KAI7845002.1	mTP	0.111724	0.002131	0.885442	0.000684	0.000018	CS pos: 23-24. AAG-LH. Pr: 0.1492
KAI7845003.1	mTP	0.019095	0.000304	0.978563	0.002035	0.000003	CS pos: 20-21. RMF-AH. Pr: 0.8300
KAI7845014.1	OTHER	0.974617	0.001705	0.023516	0.000137	0.000025	
KAI7845015.1	cTP	0.002664	0.000001	0.056703	0.939371	0.001261	CS pos: 54-55. VEA-RD. Pr: 0.2402
KAI7845020.1	cTP	0.038355	0.000428	0.354267	0.603500	0.003450	CS pos: 32-33. VAQ-AA. Pr: 0.2087
KAI7845027.1	OTHER	0.860897	0.007441	0.000350	0.130763	0.000549	
KAI7845040.1	OTHER	0.491767	0.000813	0.479494	0.024452	0.003474	
KAI7845053.1	OTHER	0.999992	0.000006	0.000003	0.000000	0.000000	
KAI7845054.1	cTP	0.003943	0.000004	0.411709	0.568257	0.016086	CS pos: 53-54. KAM-AA. Pr: 0.2449
KAI7845080.1	OTHER	0.999392	0.000078	0.000410	0.000113	0.000006	
KAI7845081.1	OTHER	0.995097	0.001724	0.002551	0.000575	0.000053	
KAI7845082.1	OTHER	0.998354	0.000382	0.001264	0.000000	0.000000	
KAI7845087.1	mTP	0.013113	0.000838	0.984433	0.001590	0.000026	CS pos: 25-26. RAI-ST. Pr: 0.5307
KAI7845092.1	OTHER	0.983101	0.000638	0.015952	0.000036	0.000273	
KAI7845099.1	OTHER	0.999945	0.000052	0.000001	0.000002	0.000000	
KAI7845109.1	OTHER	0.999573	0.000136	0.000251	0.000039	0.000001	
KAI7845118.1	OTHER	0.973571	0.026427	0.000000	0.000001	0.000000	
KAI7845119.1	cTP	0.419424	0.002950	0.062390	0.448426	0.066810	CS pos: 43-44. VRQ-AA. Pr: 0.1934
KAI7845120.1	mTP	0.354915	0.003966	0.523014	0.118039	0.000066	CS pos: 27-28. TQH-AQ. Pr: 0.1562
KAI7845135.1	OTHER	0.987177	0.000109	0.012709	0.000000	0.000005	
KAI7845137.1	OTHER	0.999995	0.000004	0.000000	0.000001	0.000000	
KAI7845170.1	OTHER	0.999915	0.000074	0.000008	0.000003	0.000000	
KAI7845174.1	mTP	0.023910	0.001591	0.974094	0.000400	0.000005	CS pos: 16-17. RSF-GT. Pr: 0.3670
KAI7845183.1	SP	0.231840	0.642077	0.106912	0.018911	0.000260	CS pos: 22-23. ATA-FA. Pr: 0.6492
KAI7845187.1	OTHER	0.995481	0.003149	0.001174	0.000131	0.000065	
KAI7845195.1	OTHER	0.770237	0.013554	0.183002	0.033080	0.000127	
KAI7845197.1	OTHER	0.997780	0.002210	0.000010	0.000000	0.000000	
KAI7845206.1	OTHER	0.985541	0.000513	0.004607	0.009313	0.000026	
KAI7845218.1	mTP	0.003306	0.000268	0.497775	0.480924	0.017727	CS pos: 59-60. VGF-AA. Pr: 0.2945
KAI7845224.1	cTP	0.156750	0.001053	0.368784	0.460481	0.012932	CS pos: 69-70. ATA-HQ. Pr: 0.2656
KAI7845228.1	OTHER	0.999899	0.000080	0.000015	0.000005	0.000001	
KAI7845254.1	OTHER	1.000000	0.000001	0.000000	0.000000	0.000000	
KAI7845260.1	OTHER	0.999996	0.000001	0.000001	0.000001	0.000000	
KAI7845264.1	OTHER	0.998953	0.000810	0.000211	0.000001	0.000026	
KAI7845266.1	cTP	0.000239	0.000003	0.065177	0.931772	0.002809	CS pos: 30-31. VQA-SR. Pr: 0.5358
KAI7845283.1	OTHER	0.781410	0.000661	0.214549	0.003295	0.000085	
KAI7845284.1	OTHER	0.999845	0.000141	0.000012	0.000001	0.000001	
KAI7845286.1	OTHER	0.532421	0.011724	0.064375	0.326779	0.064701	
KAI7845297.1	OTHER	0.998915	0.000919	0.000147	0.000018	0.000001	
KAI7845298.1	OTHER	0.999491	0.000139	0.000043	0.000325	0.000002	
KAI7845312.1	OTHER	0.999889	0.000110	0.000001	0.000000	0.000000	
KAI7845320.1	SP	0.009699	0.958309	0.008514	0.021704	0.001773	CS pos: 24-25. LQP-DG. Pr: 0.2313
KAI7845326.1	OTHER	0.832841	0.000188	0.166494	0.000475	0.000002	
KAI7845327.1	OTHER	0.832841	0.000188	0.166494	0.000475	0.000002	
KAI7845328.1	OTHER	0.773906	0.001936	0.073786	0.149386	0.000987	
KAI7845337.1	cTP	0.001982	0.000003	0.035805	0.961625	0.000585	CS pos: 58-59. QVL-AV. Pr: 0.2814
KAI7845340.1	cTP	0.006773	0.000003	0.344217	0.648432	0.000575	CS pos: 60-61. VTA-AA. Pr: 0.3641
KAI7845342.1	OTHER	0.982313	0.002892	0.000303	0.002368	0.012125	
KAI7845346.1	OTHER	0.989364	0.009711	0.000024	0.000369	0.000533	
KAI7845347.1	OTHER	0.940277	0.000394	0.004173	0.051646	0.003510	
KAI7845349.1	OTHER	0.999623	0.000197	0.000007	0.000148	0.000024	
KAI7845351.1	OTHER	0.901180	0.017388	0.044164	0.028615	0.008653	
KAI7845353.1	OTHER	0.932214	0.020876	0.039015	0.007875	0.000020	
KAI7845357.1	SP	0.000374	0.999575	0.000040	0.000007	0.000004	CS pos: 21-22. VLA-SE. Pr: 0.3594
KAI7845365.1	mTP	0.106243	0.000067	0.893580	0.000110	0.000001	CS pos: 28-29. RYF-GG. Pr: 0.5101
KAI7845366.1	OTHER	0.995920	0.004056	0.000017	0.000006	0.000001	
KAI7845368.1	SP	0.000151	0.999212	0.000194	0.000430	0.000013	CS pos: 29-30. ASA-AA. Pr: 0.6786
KAI7845370.1	OTHER	0.999376	0.000068	0.000054	0.000089	0.000412	
KAI7845376.1	SP	0.042720	0.893237	0.016953	0.046581	0.000509	CS pos: 27-28. VLA-AX. Pr: 0.4419
KAI7845382.1	OTHER	0.741788	0.054099	0.024946	0.173817	0.005349	
KAI7845383.1	OTHER	0.741788	0.054099	0.024946	0.173817	0.005349	
KAI7845388.1	OTHER	0.999294	0.000062	0.000016	0.000583	0.000045	
KAI7845398.1	OTHER	0.830549	0.077253	0.010422	0.078101	0.003674	
KAI7845401.1	OTHER	0.999506	0.000049	0.000037	0.000403	0.000006	
KAI7845407.1	OTHER	0.999280	0.000692	0.000009	0.000019	0.000000	
KAI7845411.1	OTHER	0.989082	0.003825	0.000023	0.007039	0.000031	
KAI7845413.1	SP	0.016256	0.982958	0.000670	0.000089	0.000027	CS pos: 42-43. GAA-QQ. Pr: 0.5297
KAI7845440.1	OTHER	0.999766	0.000212	0.000021	0.000000	0.000000	
KAI7845444.1	OTHER	0.988506	0.002503	0.005513	0.003225	0.000253	
KAI7845460.1	mTP	0.297319	0.000415	0.702223	0.000008	0.000034	CS pos: 28-29. YQY-SK. Pr: 0.5434
KAI7845473.1	mTP	0.002943	0.000046	0.917213	0.079790	0.000007	CS pos: 39-40. ARW-AG. Pr: 0.4164
KAI7845479.1	OTHER	0.999727	0.000122	0.000117	0.000033	0.000001	
KAI7845486.1	OTHER	0.999987	0.000013	0.000000	0.000000	0.000000	
KAI7845494.1	SP	0.000394	0.996780	0.002759	0.000064	0.000003	CS pos: 26-27. AAA-AG. Pr: 0.4391
KAI7845496.1	SP	0.001760	0.997792	0.000433	0.000005	0.000009	CS pos: 24-25. AAA-RP. Pr: 0.5799
KAI7845499.1	cTP	0.018082	0.000020	0.000012	0.981857	0.000029	CS pos: 52-53. LRA-SS. Pr: 0.4692
KAI7845500.1	OTHER	0.996165	0.000743	0.000247	0.002810	0.000034	
KAI7845510.1	mTP	0.109913	0.000085	0.586495	0.303404	0.000103	CS pos: 58-59. RQY-AA. Pr: 0.5519
KAI7845514.1	OTHER	0.999896	0.000009	0.000008	0.000059	0.000027	
KAI7845517.1	OTHER	0.999180	0.000517	0.000295	0.000004	0.000004	
KAI7845532.1	OTHER	0.769422	0.077446	0.003226	0.149514	0.000392	
KAI7845546.1	OTHER	0.509359	0.027065	0.390444	0.069356	0.003775	
KAI7845549.1	OTHER	0.995319	0.001254	0.000318	0.003075	0.000035	
KAI7845554.1	OTHER	0.997058	0.000975	0.000524	0.001437	0.000006	
KAI7845556.1	OTHER	0.996317	0.001312	0.000709	0.001640	0.000022	
KAI7845568.1	OTHER	0.974026	0.017264	0.005626	0.002368	0.000717	
KAI7845569.1	OTHER	0.999601	0.000384	0.000015	0.000000	0.000000	
KAI7845572.1	OTHER	0.806887	0.117940	0.052285	0.017963	0.004924	
KAI7845573.1	OTHER	0.981090	0.007198	0.009651	0.002048	0.000013	
KAI7845577.1	OTHER	0.954207	0.000286	0.002436	0.042668	0.000404	
KAI7845585.1	cTP	0.000003	0.000000	0.000003	0.998246	0.001747	CS pos: 32-33. VRC-AA. Pr: 0.8111
KAI7845587.1	OTHER	0.999942	0.000045	0.000012	0.000000	0.000000	
KAI7845588.1	OTHER	0.999942	0.000045	0.000012	0.000000	0.000000	
KAI7845595.1	OTHER	0.675583	0.245181	0.074340	0.003099	0.001797	
KAI7845602.1	OTHER	0.999824	0.000153	0.000021	0.000000	0.000001	
KAI7845610.1	OTHER	0.987611	0.012299	0.000088	0.000002	0.000000	
KAI7845616.1	cTP	0.317440	0.256386	0.001816	0.419821	0.004536	CS pos: 75-76. VLA-IE. Pr: 0.1112
KAI7845617.1	OTHER	0.582941	0.000001	0.000094	0.372200	0.044764	
KAI7845624.1	cTP	0.003896	0.000006	0.007937	0.985765	0.002396	CS pos: 27-28. VRC-SA. Pr: 0.2057
KAI7845627.1	OTHER	0.938298	0.012729	0.048207	0.000492	0.000274	
KAI7845641.1	OTHER	0.963683	0.013150	0.019809	0.003299	0.000060	
KAI7845646.1	OTHER	0.999715	0.000189	0.000093	0.000003	0.000000	
KAI7845648.1	cTP	0.025692	0.000030	0.066183	0.904257	0.003837	CS pos: 31-32. VRX-EE. Pr: 0.5521
KAI7845651.1	OTHER	0.999271	0.000517	0.000211	0.000000	0.000000	
KAI7845659.1	OTHER	0.999546	0.000172	0.000088	0.000186	0.000008	
KAI7845661.1	SP	0.000693	0.929529	0.068199	0.001201	0.000378	CS pos: 23-24. AAA-AR. Pr: 0.6444
KAI7845667.1	cTP	0.017255	0.274246	0.009394	0.698585	0.000520	CS pos: 70-71. ACC-AK. Pr: 0.2918
KAI7845669.1	OTHER	0.942129	0.003185	0.000766	0.053119	0.000801	
KAI7845672.1	OTHER	0.979133	0.000045	0.020087	0.000721	0.000014	
KAI7845683.1	mTP	0.418601	0.000598	0.511613	0.061064	0.008124	CS pos: 46-47. RWF-SA. Pr: 0.5105
KAI7845686.1	cTP	0.016270	0.000013	0.036466	0.938296	0.008954	CS pos: 65-66. VRR-GV. Pr: 0.1783
KAI7845688.1	mTP	0.147645	0.012710	0.834429	0.004794	0.000422	CS pos: 35-36. RLF-VE. Pr: 0.7378
KAI7845689.1	OTHER	0.985833	0.000094	0.000040	0.000301	0.013732	
KAI7845690.1	OTHER	0.706289	0.002692	0.282371	0.007968	0.000680	
KAI7845701.1	OTHER	0.999958	0.000027	0.000001	0.000014	0.000000	
KAI7845704.1	OTHER	0.999536	0.000344	0.000102	0.000015	0.000003	
KAI7845708.1	mTP	0.001896	0.000053	0.989094	0.008956	0.000001	CS pos: 47-48. RLY-SS. Pr: 0.8112
KAI7845709.1	OTHER	0.580976	0.123033	0.042643	0.185352	0.067995	
KAI7845742.1	OTHER	0.999207	0.000765	0.000025	0.000004	0.000000	
KAI7845743.1	OTHER	0.815351	0.076884	0.079973	0.026134	0.001657	
KAI7845744.1	OTHER	0.999776	0.000213	0.000009	0.000001	0.000000	
KAI7845748.1	SP	0.236415	0.758650	0.001551	0.002785	0.000598	CS pos: 18-19. AYA-IP. Pr: 0.5291
KAI7845749.1	SP	0.236415	0.758650	0.001551	0.002785	0.000598	CS pos: 18-19. AYA-IP. Pr: 0.5291
KAI7845750.1	OTHER	0.945131	0.000792	0.053917	0.000144	0.000016	
KAI7845791.1	lTP	0.000181	0.000000	0.000091	0.391595	0.608133	CS pos lTP: 69-70. AWA-IQ. Pr: 0.8950; CS pos cTP: 41-42. Pr: 0.2714
KAI7845792.1	OTHER	0.930675	0.053604	0.015532	0.000185	0.000005	
KAI7845805.1	OTHER	0.991025	0.008826	0.000113	0.000022	0.000014	
KAI7845806.1	OTHER	0.991346	0.008544	0.000090	0.000011	0.000010	
KAI7845807.1	OTHER	0.985825	0.001396	0.010229	0.001885	0.000665	
KAI7845810.1	OTHER	0.999866	0.000029	0.000008	0.000097	0.000000	
KAI7845814.1	OTHER	0.997227	0.001409	0.000502	0.000853	0.000009	
KAI7845816.1	OTHER	0.999978	0.000022	0.000000	0.000000	0.000000	
KAI7845817.1	OTHER	0.878939	0.111238	0.007710	0.000212	0.001901	
KAI7845818.1	cTP	0.170946	0.000014	0.002848	0.826148	0.000044	CS pos: 60-61. RAA-AV. Pr: 0.2118
KAI7845825.1	OTHER	0.675629	0.000063	0.000857	0.321736	0.001714	
KAI7845826.1	cTP	0.004191	0.000027	0.127190	0.868567	0.000025	CS pos: 62-63. VVS-KH. Pr: 0.2505
KAI7845828.1	OTHER	0.863781	0.005830	0.128630	0.001630	0.000128	
KAI7845829.1	OTHER	0.996708	0.003016	0.000023	0.000239	0.000014	
KAI7845833.1	OTHER	0.929289	0.011930	0.001434	0.056093	0.001254	
KAI7845835.1	mTP	0.001116	0.000025	0.998834	0.000025	0.000000	CS pos: 21-22. RGF-SS. Pr: 0.6748
KAI7845836.1	mTP	0.354614	0.001677	0.542681	0.100819	0.000209	CS pos: 67-68. AAA-VQ. Pr: 0.1500
KAI7845840.1	OTHER	0.997972	0.001516	0.000245	0.000264	0.000003	
KAI7845845.1	OTHER	0.659927	0.004443	0.019012	0.316575	0.000043	
KAI7845849.1	OTHER	0.999613	0.000352	0.000013	0.000014	0.000008	
KAI7845853.1	cTP	0.002636	0.000006	0.154632	0.840092	0.002635	CS pos: 33-34. VRA-QA. Pr: 0.4685
KAI7845862.1	OTHER	0.993288	0.001621	0.002156	0.002875	0.000061	
KAI7845866.1	OTHER	0.965040	0.002900	0.027056	0.004918	0.000086	
KAI7845878.1	cTP	0.000027	0.000000	0.000022	0.999939	0.000012	CS pos: 59-60. AAR-AA. Pr: 0.3295
KAI7845881.1	OTHER	0.961650	0.008047	0.012273	0.010581	0.007448	
KAI7845884.1	OTHER	0.592956	0.001252	0.303175	0.100137	0.002481	
KAI7845889.1	OTHER	0.988420	0.011232	0.000314	0.000016	0.000019	
KAI7845903.1	OTHER	0.911361	0.002334	0.084965	0.001061	0.000280	
KAI7845909.1	SP	0.006430	0.993110	0.000286	0.000172	0.000002	CS pos: 18-19. ADG-KP. Pr: 0.6331
